u,v,key,osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,access,service,bridge,junction
2292329732,2292328365,0,220111253,,service,False,True,104.77600000000001,,"LINESTRING (127.3624921 36.3661763, 127.3625896 36.3665674, 127.362611 36.366636, 127.3626715 36.3669615, 127.3626946 36.3671038)",30,yes,,,
2292329733,2292329733,0,487920758,,service,True,False,127.21499999999999,,"LINESTRING (127.3619754 36.3662543, 127.361742 36.3662391, 127.3616347 36.3662067, 127.3615864 36.3661571, 127.3615435 36.3661031, 127.3615418 36.3660411, 127.361573 36.3660016, 127.3616258 36.3659634, 127.36186 36.3659202, 127.3619329 36.365953, 127.36197 36.3660145, 127.361987 36.3661182, 127.3619754 36.3662543)",30,yes,,,roundabout
2292330391,2292331321,0,468250685,카이서로,service,False,False,50.688,,"LINESTRING (127.3618803 36.3650104, 127.3614071 36.3647602)",30,customers,,,
2292330391,2292330392,0,468250685,카이서로,service,False,True,78.845,,"LINESTRING (127.3618803 36.3650104, 127.3626291 36.3653835)",30,customers,,,
2292330391,2292330392,1,220111594,,service,False,True,118.05799999999999,,"LINESTRING (127.3618803 36.3650104, 127.3617125 36.3652154, 127.362198 36.3654594, 127.3626291 36.3653835)",30,yes,parking_aisle,,
2292330392,2292330391,0,468250685,카이서로,service,False,False,78.845,,"LINESTRING (127.3626291 36.3653835, 127.3618803 36.3650104)",30,customers,,,
2292330392,2292330391,1,220111594,,service,False,False,118.058,,"LINESTRING (127.3626291 36.3653835, 127.362198 36.3654594, 127.3617125 36.3652154, 127.3618803 36.3650104)",30,yes,parking_aisle,,
2292330392,4641480383,0,468250685,카이서로,service,False,True,36.999,,"LINESTRING (127.3626291 36.3653835, 127.3627077 36.3654251, 127.3627956 36.3654833, 127.3628812 36.3655732, 127.3629189 36.3656155)",30,customers,,,
2292331317,2292331321,0,220111619,,service,False,True,129.615,,"LINESTRING (127.360594 36.3654098, 127.3605189 36.365075, 127.3612243 36.3649562, 127.3614071 36.3647602)",30,yes,,,
2292331321,4637385065,0,468250685,카이서로,service,False,False,61.4,,"LINESTRING (127.3614071 36.3647602, 127.3608272 36.3644655)",30,customers,,,
2292331321,2292330391,0,468250685,카이서로,service,False,True,50.688,,"LINESTRING (127.3614071 36.3647602, 127.3618803 36.3650104)",30,customers,,,
2292331321,2292331317,0,220111619,,service,False,False,129.615,,"LINESTRING (127.3614071 36.3647602, 127.3612243 36.3649562, 127.3605189 36.365075, 127.360594 36.3654098)",30,yes,,,
2292331321,4641480383,0,469890447,,service,False,False,191.263,,"LINESTRING (127.3614071 36.3647602, 127.361479 36.364663, 127.3626603 36.365266, 127.3628091 36.3653446, 127.3629161 36.3654495, 127.3629858 36.3655618, 127.3629189 36.3656155)",,,parking_aisle,,
2292335706,352963331,0,220113387,,service,False,False,39.297,,"LINESTRING (127.3595277 36.3667909, 127.3594766 36.3664399)",30,yes,,,
2292335706,4654928260,0,471328451,,service,False,False,11.095,,"LINESTRING (127.3595277 36.3667909, 127.3595562 36.366888)",,,,,
2292335706,2292345422,0,220113387,,service,False,True,115.806,,"LINESTRING (127.3595277 36.3667909, 127.3589113 36.366954, 127.3583694 36.366673)",30,yes,,,
2292336709,2292336712,0,220112267,오리연못길,service,False,False,79.471,,"LINESTRING (127.3620618 36.3681069, 127.3620148 36.3679911, 127.3619554 36.3678449, 127.361828 36.3675933, 127.3616724 36.3674824)",30,customers,,,
2292336709,317557648,0,979941424,대학로291번길,service,False,False,224.978,4,"LINESTRING (127.3620618 36.3681069, 127.3616908 36.3687241, 127.3614974 36.3689776, 127.3613227 36.3692015, 127.361084 36.3695068, 127.3608542 36.3697526, 127.3607721 36.369837)",30,customers,,,
2292336709,2292328365,0,"[979941424, 426204521, 468250686]",대학로291번길,service,False,True,125.155,4,"LINESTRING (127.3620618 36.3681069, 127.3621932 36.3678747, 127.3625177 36.3673614, 127.3626575 36.3671547, 127.3626946 36.3671038)",30,customers,,yes,
2292336712,2292336709,0,220112267,오리연못길,service,False,True,79.471,,"LINESTRING (127.3616724 36.3674824, 127.361828 36.3675933, 127.3619554 36.3678449, 127.3620148 36.3679911, 127.3620618 36.3681069)",30,customers,,,
2292336712,2292336712,0,504338833,,service,True,False,36.678000000000004,,"LINESTRING (127.3616724 36.3674824, 127.361662 36.3674976, 127.361646 36.3675092, 127.3616261 36.367516, 127.3616046 36.3675172, 127.3615838 36.3675128, 127.3615659 36.3675032, 127.3615528 36.3674894, 127.361546 36.3674729, 127.3615462 36.3674555, 127.3615535 36.3674392, 127.3615669 36.3674256, 127.361585 36.3674162, 127.361606 36.3674121, 127.3616275 36.3674138, 127.3616471 36.3674209, 127.3616628 36.3674328, 127.3616729 36.3674481, 127.3616762 36.3674653, 127.3616724 36.3674824)",,,parking_aisle,,
2292338854,2292338857,0,220112635,,service,False,True,69.728,,"LINESTRING (127.3562096 36.3708628, 127.3561978 36.3714507, 127.356198 36.3714898)",,yes,parking_aisle,,
2292338857,317557670,0,31542366,,service,False,False,93.35600000000002,,"LINESTRING (127.356198 36.3714898, 127.3564676 36.3715029, 127.3567371 36.3715483, 127.357001 36.3716385, 127.3570807 36.3717131, 127.3571531 36.3717539)",30,yes,,,
2292338857,2293462790,0,31542366,,service,False,True,64.303,,"LINESTRING (127.356198 36.3714898, 127.3558934 36.3714901, 127.3554798 36.371491)",30,yes,,,
2292338857,2292338854,0,220112635,,service,False,False,69.728,,"LINESTRING (127.356198 36.3714898, 127.3561978 36.3714507, 127.3562096 36.3708628)",,yes,parking_aisle,,
2292342537,2292342539,0,289741941,,service,False,True,47.77,,"LINESTRING (127.3590961 36.3653961, 127.3586508 36.3651595)",30,yes,parking_aisle,,
2292342537,2292342541,0,456970371,,service,False,False,21.435,,"LINESTRING (127.3590961 36.3653961, 127.3589637 36.3655567)",30,yes,parking_aisle,,
2292342537,2292342538,0,"[220112945, 456970371]",,service,False,"[False, True]",67.744,,"LINESTRING (127.3590961 36.3653961, 127.3592192 36.365247, 127.3587702 36.3650139)",30,yes,parking_aisle,,
2292342538,2292342539,0,220112983,,service,False,False,19.401,,"LINESTRING (127.3587702 36.3650139, 127.3586508 36.3651595)",30,yes,parking_aisle,,
2292342538,4531926854,0,456969268,,service,False,False,32.233,,"LINESTRING (127.3587702 36.3650139, 127.3584633 36.3648624)",,,,,
2292342538,2292342537,0,"[220112945, 456970371]",,service,False,"[False, True]",67.744,,"LINESTRING (127.3587702 36.3650139, 127.3592192 36.365247, 127.3590961 36.3653961)",30,yes,parking_aisle,,
2292342539,2292342540,0,220112983,,service,False,False,22.081,,"LINESTRING (127.3586508 36.3651595, 127.3585149 36.3653252)",30,yes,parking_aisle,,
2292342539,2292342538,0,220112983,,service,False,True,19.401,,"LINESTRING (127.3586508 36.3651595, 127.3587702 36.3650139)",30,yes,parking_aisle,,
2292342539,2292342537,0,289741941,,service,False,False,47.77,,"LINESTRING (127.3586508 36.3651595, 127.3590961 36.3653961)",30,yes,parking_aisle,,
2292342540,2292342979,0,220112983,,service,False,False,22.676,,"LINESTRING (127.3585149 36.3653252, 127.3583754 36.3654954)",30,yes,parking_aisle,,
2292342540,2292342539,0,220112983,,service,False,True,22.081,,"LINESTRING (127.3585149 36.3653252, 127.3586508 36.3651595)",30,yes,parking_aisle,,
2292342540,2292342541,0,289741934,,service,False,False,47.723,,"LINESTRING (127.3585149 36.3653252, 127.3589637 36.3655567)",30,yes,parking_aisle,,
2292342541,2292342540,0,289741934,,service,False,True,47.723,,"LINESTRING (127.3589637 36.3655567, 127.3585149 36.3653252)",30,yes,parking_aisle,,
2292342541,352963401,0,456970371,,service,False,False,21.327,,"LINESTRING (127.3589637 36.3655567, 127.3588318 36.3657164)",30,yes,parking_aisle,,
2292342541,2292342537,0,456970371,,service,False,True,21.435,,"LINESTRING (127.3589637 36.3655567, 127.3590961 36.3653961)",30,yes,parking_aisle,,
2292342978,2292342980,0,220112983,,service,False,False,53.659,,"LINESTRING (127.3582745 36.3656184, 127.3579443 36.3660211)",30,yes,parking_aisle,,
2292342978,2292342979,0,220112983,,service,False,True,16.392,,"LINESTRING (127.3582745 36.3656184, 127.3583754 36.3654954)",30,yes,parking_aisle,,
2292342978,352963401,0,456970371,,service,False,True,64.614,,"LINESTRING (127.3582745 36.3656184, 127.3587268 36.3658437, 127.3588318 36.3657164)",30,yes,parking_aisle,,
2292342979,2292342978,0,220112983,,service,False,False,16.392,,"LINESTRING (127.3583754 36.3654954, 127.3582745 36.3656184)",30,yes,parking_aisle,,
2292342979,2292342540,0,220112983,,service,False,True,22.676,,"LINESTRING (127.3583754 36.3654954, 127.3585149 36.3653252)",30,yes,parking_aisle,,
2292342979,352963401,0,289741938,,service,False,False,47.686,,"LINESTRING (127.3583754 36.3654954, 127.3588318 36.3657164)",30,yes,parking_aisle,,
2292342980,352963317,0,31542382,,service,False,False,71.043,,"LINESTRING (127.3579443 36.3660211, 127.3585929 36.3663891)",30,yes,,,
2292342980,2292342978,0,220112983,,service,False,True,53.659,,"LINESTRING (127.3579443 36.3660211, 127.3582745 36.3656184)",30,yes,parking_aisle,,
2292342980,352963156,0,31542382,,service,False,True,18.074,,"LINESTRING (127.3579443 36.3660211, 127.3578125 36.3659498, 127.3577756 36.3659319)",30,yes,,,
2292345422,352963317,0,220113387,,service,False,True,37.377,,"LINESTRING (127.3583694 36.366673, 127.3585929 36.3663891)",30,yes,,,
2292345422,2292335706,0,220113387,,service,False,False,115.806,,"LINESTRING (127.3583694 36.366673, 127.3589113 36.366954, 127.3595277 36.3667909)",30,yes,,,
2292345422,2292346334,0,220113460,,service,False,False,43.07,,"LINESTRING (127.3583694 36.366673, 127.3582784 36.3667919, 127.3585317 36.3669324)",30,yes,,,
2292346328,2292346334,0,220113460,,service,False,True,30.384999999999998,,"LINESTRING (127.3585881 36.3671182, 127.3586792 36.3670077, 127.3585317 36.3669324)",30,yes,,,
2292346334,2292346336,0,504338814,,service,False,True,14.743,,"LINESTRING (127.3585317 36.3669324, 127.3584407 36.3670429)",30,yes,,,
2292346334,2292346328,0,220113460,,service,False,False,30.384999999999998,,"LINESTRING (127.3585317 36.3669324, 127.3586792 36.3670077, 127.3585881 36.3671182)",30,yes,,,
2292346334,2292345422,0,220113460,,service,False,True,43.07,,"LINESTRING (127.3585317 36.3669324, 127.3582784 36.3667919, 127.3583694 36.366673)",30,yes,,,
2292346336,2292346334,0,504338814,,service,False,False,14.743,,"LINESTRING (127.3584407 36.3670429, 127.3585317 36.3669324)",30,yes,,,
2292354473,2292354473,0,220114013,,service,False,False,166.26599999999996,,"LINESTRING (127.356582 36.3680536, 127.3569355 36.3675264, 127.3570964 36.3676063, 127.3567491 36.3681267, 127.356582 36.3680536)",30,yes,parking_aisle,,
2292354473,2292354473,1,220114013,,service,False,True,166.266,,"LINESTRING (127.356582 36.3680536, 127.3567491 36.3681267, 127.3570964 36.3676063, 127.3569355 36.3675264, 127.356582 36.3680536)",30,yes,parking_aisle,,
2292354473,352963165,0,220114013,,service,False,True,15.376,,"LINESTRING (127.356582 36.3680536, 127.3564788 36.3680097, 127.3564309 36.3679879)",30,yes,parking_aisle,,
2292359495,4945112013,0,31542374,,service,False,False,85.087,,"LINESTRING (127.3567624 36.3688047, 127.3570669 36.3688553, 127.3570946 36.3688601, 127.3572443 36.3684586, 127.3573321 36.3684761)",30,yes,,,
2292359495,352963182,0,31542374,,service,False,True,72.285,,"LINESTRING (127.3567624 36.3688047, 127.3560597 36.3686879, 127.3559719 36.3686727)",30,yes,,,
2292359495,4945111989,0,220114405,,service,False,False,65.895,,"LINESTRING (127.3567624 36.3688047, 127.3567974 36.3687064, 127.356203 36.3685998)",30,yes,parking_aisle,,
2292359495,2292361220,0,289741936,,service,False,False,67.964,,"LINESTRING (127.3567624 36.3688047, 127.3567265 36.368917, 127.356126 36.3688099)",30,yes,parking_aisle,,
2292361220,2292359495,0,289741936,,service,False,True,67.964,,"LINESTRING (127.356126 36.3688099, 127.3567265 36.368917, 127.3567624 36.3688047)",30,yes,parking_aisle,,
2293459552,4943946156,0,220214475,,service,False,False,61.127,,"LINESTRING (127.3561371 36.3693322, 127.3568197 36.3693222)",30,yes,parking_aisle,,
2293459552,352963189,0,220214475,,service,False,True,52.594,,"LINESTRING (127.3561371 36.3693322, 127.3556148 36.3693409, 127.3555498 36.3693408)",30,yes,parking_aisle,,
2293459552,4943946155,0,220214506,,service,False,False,68.985,,"LINESTRING (127.3561371 36.3693322, 127.3561435 36.3696812, 127.3564804 36.3696742)",30,yes,parking_aisle,,
2293460994,352963275,0,220214689,,service,False,True,29.713,,"LINESTRING (127.3555954 36.369888, 127.3555922 36.3701552)",30,yes,parking_aisle,,
2293462789,2293462790,0,220214894,,service,False,False,87.97900000000001,,"LINESTRING (127.3552863 36.3708561, 127.3553422 36.3708565, 127.3554819 36.3708573, 127.355479 36.3714523, 127.3554798 36.371491)",30,yes,parking_aisle,,
2293462789,2293462790,1,"[31542366, 456970374]",대학로291번가길,service,False,False,81.51799999999999,,"LINESTRING (127.3552863 36.3708561, 127.3552942 36.3712839, 127.355313 36.3713928, 127.3553483 36.371471, 127.355364 36.3714847, 127.3554798 36.371491)",30,"['customers', 'yes']",,,
2293462789,352963217,0,456970374,대학로291번가길,service,False,True,77.668,,"LINESTRING (127.3552863 36.3708561, 127.3552767 36.3705041, 127.3552754 36.3701577)",30,customers,,,
2293462790,2292338857,0,31542366,,service,False,False,64.303,,"LINESTRING (127.3554798 36.371491, 127.3558934 36.3714901, 127.356198 36.3714898)",30,yes,,,
2293462790,2293462789,0,"[456970374, 31542366]",대학로291번가길,service,False,True,81.518,,"LINESTRING (127.3554798 36.371491, 127.355364 36.3714847, 127.3553483 36.371471, 127.355313 36.3713928, 127.3552942 36.3712839, 127.3552863 36.3708561)",30,"['customers', 'yes']",,,
2293462790,2293462789,1,220214894,,service,False,True,87.979,,"LINESTRING (127.3554798 36.371491, 127.355479 36.3714523, 127.3554819 36.3708573, 127.3553422 36.3708565, 127.3552863 36.3708561)",30,yes,parking_aisle,,
2293469581,2293469582,0,220215644,,service,False,True,60.157000000000004,,"LINESTRING (127.3593573 36.3702243, 127.3598254 36.370495, 127.3598941 36.3705485)",30,yes,,,
2293469582,4643926605,0,979941424,대학로291번길,service,False,False,26.341,4,"LINESTRING (127.3598941 36.3705485, 127.3596696 36.3707016)",30,customers,,,
2293469582,317557652,0,979941424,대학로291번길,service,False,True,17.769,4,"LINESTRING (127.3598941 36.3705485, 127.3600488 36.3704484)",30,customers,,,
2293469582,2293469581,0,220215644,,service,False,False,60.157000000000004,,"LINESTRING (127.3598941 36.3705485, 127.3598254 36.370495, 127.3593573 36.3702243)",30,yes,,,
2293532366,317557648,0,220224332,,service,False,False,33.365,,"LINESTRING (127.3604551 36.3696797, 127.360686 36.369788, 127.3607721 36.369837)",30,yes,parking_aisle,,
2293532366,317557651,0,220224332,,service,False,True,86.443,,"LINESTRING (127.3604551 36.3696797, 127.360069 36.3701407, 127.3602195 36.370225, 127.3602929 36.3702691)",30,yes,parking_aisle,,
2293532366,4945112069,0,"[504338835, 220224333]",,service,False,False,134.382,,"LINESTRING (127.3604551 36.3696797, 127.3598305 36.3693731, 127.3596036 36.3696075, 127.3595612 36.369928)",30,yes,parking_aisle,,
2293534114,2293534607,0,220224478,,service,False,True,26.572000000000003,,"LINESTRING (127.3606504 36.3712707, 127.3606936 36.3712067, 127.3608025 36.3710656)",30,yes,parking_aisle,,
2293534114,4643926605,0,1037932974,대학로291번라길,service,False,False,108.399,,"LINESTRING (127.3606504 36.3712707, 127.3597525 36.3707689, 127.3596696 36.3707016)",30,customers,,,
2293534114,317557612,0,1037932974,대학로291번라길,service,False,True,66.419,,"LINESTRING (127.3606504 36.3712707, 127.3607149 36.3713049, 127.3611053 36.3715043, 127.3612786 36.3715883)",30,customers,,,
2293534115,2293534607,0,220224478,,service,False,False,15.759,,"LINESTRING (127.3609022 36.3709488, 127.3608025 36.3710656)",30,yes,parking_aisle,,
2293534115,9017069244,0,220224478,,service,False,True,43.784,,"LINESTRING (127.3609022 36.3709488, 127.3604909 36.3707358)",30,yes,parking_aisle,,
2293534115,2293534883,0,220224567,,service,False,True,20.538,,"LINESTRING (127.3609022 36.3709488, 127.3610281 36.3707944)",30,yes,parking_aisle,,
2293534115,4941377156,0,503892534,,service,False,False,50.395,,"LINESTRING (127.3609022 36.3709488, 127.3613725 36.3711978)",,,parking_aisle,,
2293534607,2293534115,0,220224478,,service,False,True,15.759,,"LINESTRING (127.3608025 36.3710656, 127.3609022 36.3709488)",30,yes,parking_aisle,,
2293534607,2293534114,0,220224478,,service,False,False,26.572000000000003,,"LINESTRING (127.3608025 36.3710656, 127.3606936 36.3712067, 127.3606504 36.3712707)",30,yes,parking_aisle,,
2293534607,4941377156,0,220224547,,service,False,False,66.898,,"LINESTRING (127.3608025 36.3710656, 127.3612452 36.3713231, 127.3613725 36.3711978)",30,yes,parking_aisle,,
2293534607,9017069244,0,974328895,,service,False,False,57.56700000000001,,"LINESTRING (127.3608025 36.3710656, 127.3605432 36.3709343, 127.3604062 36.3708468, 127.3604909 36.3707358)",,,,,
2293534609,9017069244,0,220224478,,service,False,False,5.975,,"LINESTRING (127.3604417 36.3706995, 127.3604909 36.3707358)",30,yes,parking_aisle,,
2293534609,317557652,0,220224478,,service,False,True,44.961999999999996,,"LINESTRING (127.3604417 36.3706995, 127.360118 36.3705022, 127.3600488 36.3704484)",30,yes,parking_aisle,,
2293534609,2293534883,0,220224547,,service,False,True,69.68299999999999,,"LINESTRING (127.3604417 36.3706995, 127.3605669 36.3705487, 127.3610281 36.3707944)",30,yes,parking_aisle,,
2293534883,2293534115,0,220224567,,service,False,False,20.538,,"LINESTRING (127.3610281 36.3707944, 127.3609022 36.3709488)",30,yes,parking_aisle,,
2293534883,2293534609,0,220224547,,service,False,False,69.68299999999999,,"LINESTRING (127.3610281 36.3707944, 127.3605669 36.3705487, 127.3604417 36.3706995)",30,yes,parking_aisle,,
2293534883,4941377156,0,220224547,,service,False,True,71.439,,"LINESTRING (127.3610281 36.3707944, 127.3615018 36.3710408, 127.3613725 36.3711978)",30,yes,parking_aisle,,
2293536691,2293536706,0,564397176,,service,False,False,41.551,,"LINESTRING (127.3616843 36.3703384, 127.3612967 36.3701329)",30,yes,,,
2293536691,2293536706,1,220224724,,service,True,False,58.348000000000006,,"LINESTRING (127.3616843 36.3703384, 127.3616491 36.3703431, 127.3616264 36.3703496, 127.3616006 36.3703659, 127.3615794 36.3703767, 127.3615466 36.3703896, 127.3615249 36.3703965, 127.361502 36.3703977, 127.3614812 36.3703954, 127.3614615 36.3703884, 127.3613407 36.3703273, 127.3613097 36.3703033, 127.3612875 36.3702721, 127.3612742 36.3702395, 127.3612736 36.3702062, 127.3612771 36.3701798, 127.3612967 36.3701329)",30,yes,,,
2293536691,317557615,0,"[564397176, 78058687]",,"['service', 'pedestrian']",False,True,93.10900000000001,,"LINESTRING (127.3616843 36.3703384, 127.3618162 36.3704115, 127.3621744 36.3706018, 127.3624531 36.3707537, 127.3624766 36.3707652, 127.3625362 36.3708158)",30,yes,,,
2293536706,2293536691,0,564397176,,service,False,True,41.551,,"LINESTRING (127.3612967 36.3701329, 127.3616843 36.3703384)",30,yes,,,
2293536706,317557648,0,564397176,,service,False,False,57.35,,"LINESTRING (127.3612967 36.3701329, 127.3608553 36.3698859, 127.3607721 36.369837)",30,yes,,,
2293539664,2293539968,0,220224974,,service,False,False,10.168,,"LINESTRING (127.3632492 36.3703388, 127.3631534 36.3702897)",30,yes,parking_aisle,,
2293539664,2293539667,0,938351303,대학로291번다길,service,False,False,59.953,,"LINESTRING (127.3632492 36.3703388, 127.3636102 36.3698847)",30,customers,,,
2293539664,317557616,0,938351303,대학로291번다길,service,False,True,43.94199999999999,,"LINESTRING (127.3632492 36.3703388, 127.3632176 36.370663, 127.3632113 36.3707328)",30,customers,,,
2293539665,2293539970,0,220225046,,service,False,True,59.592,,"LINESTRING (127.3632104 36.369684, 127.3628438 36.3701313)",30,yes,parking_aisle,,
2293539665,2293539967,0,503477366,,service,False,False,17.218,,"LINESTRING (127.3632104 36.369684, 127.3633736 36.3697659)",30,yes,parking_aisle,,
2293539665,2293539666,0,503477366,,service,False,True,14.366,,"LINESTRING (127.3632104 36.369684, 127.3630742 36.3696157)",30,yes,parking_aisle,,
2293539666,2293539665,0,503477366,,service,False,False,14.366,,"LINESTRING (127.3630742 36.3696157, 127.3632104 36.369684)",30,yes,parking_aisle,,
2293539667,2293545799,0,503477366,,service,False,True,8.472,,"LINESTRING (127.3636102 36.3698847, 127.3635299 36.3698444)",30,yes,parking_aisle,,
2293539667,4634217706,0,938351303,대학로291번다길,service,False,False,33.33,,"LINESTRING (127.3636102 36.3698847, 127.3638026 36.3696281)",30,customers,,,
2293539667,2293539664,0,938351303,대학로291번다길,service,False,True,59.953,,"LINESTRING (127.3636102 36.3698847, 127.3632492 36.3703388)",30,customers,,,
2293539967,2293539971,0,220225045,,service,False,False,59.739,,"LINESTRING (127.3633736 36.3697659, 127.3630074 36.370215)",30,yes,parking_aisle,,
2293539967,2293545799,0,503477366,,service,False,False,16.493,,"LINESTRING (127.3633736 36.3697659, 127.3635299 36.3698444)",30,yes,parking_aisle,,
2293539967,2293539665,0,503477366,,service,False,True,17.218,,"LINESTRING (127.3633736 36.3697659, 127.3632104 36.369684)",30,yes,parking_aisle,,
2293539968,2293539971,0,220224974,,service,False,False,15.488,,"LINESTRING (127.3631534 36.3702897, 127.3630074 36.370215)",30,yes,parking_aisle,,
2293539968,2293539664,0,220224974,,service,False,True,10.168,,"LINESTRING (127.3631534 36.3702897, 127.3632492 36.3703388)",30,yes,parking_aisle,,
2293539968,2293545799,0,220225047,,service,False,True,59.901,,"LINESTRING (127.3631534 36.3702897, 127.3635299 36.3698444)",30,yes,parking_aisle,,
2293539970,2293539971,0,220224974,,service,False,True,17.355,,"LINESTRING (127.3628438 36.3701313, 127.3630074 36.370215)",30,yes,parking_aisle,,
2293539970,2293539665,0,220225046,,service,False,False,59.592,,"LINESTRING (127.3628438 36.3701313, 127.3632104 36.369684)",30,yes,parking_aisle,,
2293539970,2293544759,0,"[220225642, 220224974]",,service,False,"[False, True]",33.769,,"LINESTRING (127.3628438 36.3701313, 127.3627152 36.3700655, 127.3625247 36.3699694)",30,yes,parking_aisle,,
2293539971,2293539970,0,220224974,,service,False,False,17.355,,"LINESTRING (127.3630074 36.370215, 127.3628438 36.3701313)",30,yes,parking_aisle,,
2293539971,2293539968,0,220224974,,service,False,True,15.488,,"LINESTRING (127.3630074 36.370215, 127.3631534 36.3702897)",30,yes,parking_aisle,,
2293539971,2293539967,0,220225045,,service,False,True,59.739,,"LINESTRING (127.3630074 36.370215, 127.3633736 36.3697659)",30,yes,parking_aisle,,
2293544759,2293539970,0,"[220225642, 220224974]",,service,False,"[False, True]",33.769,,"LINESTRING (127.3625247 36.3699694, 127.3627152 36.3700655, 127.3628438 36.3701313)",30,yes,parking_aisle,,
2293545799,2293539968,0,220225047,,service,False,False,59.901,,"LINESTRING (127.3635299 36.3698444, 127.3631534 36.3702897)",30,yes,parking_aisle,,
2293545799,2293539667,0,503477366,,service,False,False,8.472,,"LINESTRING (127.3635299 36.3698444, 127.3636102 36.3698847)",30,yes,parking_aisle,,
2293545799,2293539967,0,503477366,,service,False,True,16.493,,"LINESTRING (127.3635299 36.3698444, 127.3633736 36.3697659)",30,yes,parking_aisle,,
2293550214,317557634,0,28889925,대학로291번나길,service,False,False,64.777,,"LINESTRING (127.3655931 36.3669095, 127.3649953 36.3665814)",30,customers,,,
2293550214,2204213101,0,28889925,대학로291번나길,service,False,True,10.982,,"LINESTRING (127.3655931 36.3669095, 127.365693 36.3669668)",30,customers,,,
2293550214,2293551611,0,77338232,,service,False,True,100.884,,"LINESTRING (127.3655931 36.3669095, 127.3655612 36.3669501, 127.3649899 36.3676758)",30,customers,,,
2293551606,2293551611,0,77338232,,service,False,False,37.158,,"LINESTRING (127.3647591 36.3679535, 127.3648745 36.3678146, 127.3649538 36.3677211, 127.3649899 36.3676758)",30,customers,,,
2293551606,910330593,0,77338232,,service,False,True,167.74800000000002,,"LINESTRING (127.3647591 36.3679535, 127.3643427 36.3684499, 127.3642644 36.3685505, 127.364243 36.3685979, 127.3642378 36.3686335, 127.3642421 36.3686838, 127.3642644 36.3687232, 127.3642939 36.3687578, 127.3643744 36.368801, 127.3647687 36.3690084, 127.3648062 36.3690515, 127.3648106 36.3691105)",30,customers,,,
2293551606,2293551607,0,220226320,,service,False,False,14.751000000000001,,"LINESTRING (127.3647591 36.3679535, 127.3647141 36.3679301, 127.3646715 36.3679079, 127.3646208 36.3678814)",30,yes,,,
2293551607,2293551610,0,220226321,,service,False,True,36.796,,"LINESTRING (127.3646208 36.3678814, 127.3648505 36.367607)",30,yes,,,
2293551607,2293551610,1,220226320,,service,False,False,76.137,,"LINESTRING (127.3646208 36.3678814, 127.3644334 36.3677837, 127.3646614 36.3675138, 127.3648505 36.367607)",30,yes,,,
2293551607,2293551606,0,220226320,,service,False,True,14.751000000000001,,"LINESTRING (127.3646208 36.3678814, 127.3646715 36.3679079, 127.3647141 36.3679301, 127.3647591 36.3679535)",30,yes,,,
2293551610,2293551607,0,220226321,,service,False,False,36.796,,"LINESTRING (127.3648505 36.367607, 127.3646208 36.3678814)",30,yes,,,
2293551610,2293551607,1,220226320,,service,False,True,76.137,,"LINESTRING (127.3648505 36.367607, 127.3646614 36.3675138, 127.3644334 36.3677837, 127.3646208 36.3678814)",30,yes,,,
2293551610,2293551611,0,220226320,,service,False,False,14.639,,"LINESTRING (127.3648505 36.367607, 127.3649045 36.3676337, 127.3649482 36.3676552, 127.3649899 36.3676758)",30,yes,,,
2293551611,2293550214,0,77338232,,service,False,False,100.884,,"LINESTRING (127.3649899 36.3676758, 127.3655612 36.3669501, 127.3655931 36.3669095)",30,customers,,,
2293551611,2293551606,0,77338232,,service,False,True,37.158,,"LINESTRING (127.3649899 36.3676758, 127.3649538 36.3677211, 127.3648745 36.3678146, 127.3647591 36.3679535)",30,customers,,,
2293551611,2293551610,0,220226320,,service,False,True,14.639,,"LINESTRING (127.3649899 36.3676758, 127.3649482 36.3676552, 127.3649045 36.3676337, 127.3648505 36.367607)",30,yes,,,
2293552798,2908483724,0,287214742,,service,False,False,13.573,,"LINESTRING (127.3648175 36.3668022, 127.3647311 36.3669025)",30,yes,,,
2293552798,2932858551,0,504188967,,service,False,True,38.067,,"LINESTRING (127.3648175 36.3668022, 127.3651753 36.3669871)",30,yes,parking_aisle,,
2293552798,317557634,0,220226655,,service,False,True,29.261,,"LINESTRING (127.3648175 36.3668022, 127.3649639 36.3666204, 127.3649953 36.3665814)",30,yes,,,
2293552799,2908483724,0,287214741,,service,False,True,65.432,,"LINESTRING (127.3641095 36.3665931, 127.3647311 36.3669025)",30,yes,parking_aisle,,
2293553833,2908483724,0,287214742,,service,False,True,17.625,,"LINESTRING (127.3646244 36.3670357, 127.3647311 36.3669025)",30,yes,,,
2293554294,2293554883,0,220226722,,service,False,True,7.795,,"LINESTRING (127.3661501 36.3675634, 127.3660657 36.3675806)",30,yes,parking_aisle,,
2293554881,2293554883,0,220226738,,service,False,True,57.635999999999996,,"LINESTRING (127.3665041 36.3677103, 127.3661152 36.3677751, 127.3660657 36.3675806)",30,yes,parking_aisle,,
2293554883,2293554294,0,220226722,,service,False,False,7.795,,"LINESTRING (127.3660657 36.3675806, 127.3661501 36.3675634)",30,yes,parking_aisle,,
2293554883,2204213101,0,"[210339936, 220226722]",,service,False,True,116.527,,"LINESTRING (127.3660657 36.3675806, 127.3656588 36.3676511, 127.3655642 36.3672539, 127.3655709 36.3671859, 127.3656694 36.3670091, 127.365693 36.3669668)",30,yes,parking_aisle,,
